tweets,classificacao,data
"#timbet #glob hom pres após transport drog ônibu turismo, mg #operacaobetalab #sigodevolt",Positivo,2018-11-18
govern fern pimentel entreg 401 veícul transport escol,Positivo,2018-11-19
@pmmg190 set lago pm prend autor roub fazend br040,Positivo,2018-11-20
preç mater escol var 610% bh econom est min,Neutro,2018-11-21
2 helicópteros!! car pau canalh aind ñ mai q by #anapaulavol via @c0nvey,Negativo,2018-11-22
"""bb govern min tr disput sobr depósit judiciais""",Negativo,2018-11-23
"tod lo le dieron mg mi est sigan esper nom le habl , porqu nunc le habl nadi jaj ya tendrian sab chh",Neutro,2018-11-24
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-11-25
govern min afirm surt febr amarel sob control via @youtub,Neutro,2018-11-26
@pmmg190 paracatu políci milit apreend mun drog suspeit roub,Positivo,2018-11-27
rt @vinnyluciano22 chg fim ano marc cris polít rcess econôm lut art esportepoliticaest min ht…,Neutro,2018-11-28
govern calam financ bb avis justiç min recurs,Negativo,2018-11-29
"i'm at joã delr in joã delrei, est min geral",Neutro,2018-11-30
"hom invad fórum mat juiz mort seguranç unaí, mg",Positivo,2018-12-01
"rt @occ2013 calam financ compr helicopteros, usa resgat vagabund filh bebaç comun",Negativo,2018-12-02
"#bet #betalab #mg últ doi ano govern pag r$ 2,4 bi alv lav jat",Neutro,2018-12-03
min vai dobr ofert trabalh estud presídi est,Neutro,2018-12-04
secret rora diz govern feder repass 'mixaria' presídi estad nacion est min,Neutro,2018-12-05
secret #educ mg abr process contrat design,Positivo,2018-12-06
presídi min adot nov model conseg recuper 60% pres,Positivo,2018-12-07
mg y so mi est ��,Neutro,2018-12-08
tent fug cont agent presídi mariana/mg,Positivo,2018-12-09
"car saiu daqu d min p aprove ond inseguranç lá es pres , pqp viu kk",Positivo,2018-12-10
campanh prevenç febr amarel iníci córreg fund,Positivo,2018-12-11
cade manau 4 mort est ped ajud est min,Neutro,2018-12-12
"i'm at govern valad @prefeituragv in govern valadares, mg w/ @sytambalejy @newrandley @allansobrall",Neutro,2018-12-13
ont tav convers cm gur min geral diss prai est lind send mg praiaskkkk kkscrr,Neutro,2018-12-14
ht vil novamg 2 palm 3 part dond la defens en el 1er tiemp han est pres palm muy bien nivel ofens,Neutro,2018-12-15
rt @rudigerescob alagran! j i cohen estab también implic en el cas cooptacion del estado?,Neutro,2018-12-16
@pmmg190 adolesc 16 ano apreend drog,Positivo,2018-12-17
vacin contr febr amarel intensific zon rural arax,Positivo,2018-12-18
tt onu expuls integr danç guerrilh farc réveillon est min,Neutro,2018-12-19
polic folg imped roub detém ladr juiz,Positivo,2018-12-20
vam bolud un rat en fb pong ese est bólud mg y sal rel ������ caig pesimo�����,Neutro,2018-12-21
prevenç contr febr amarel reforç zon rural sul mg,Positivo,2018-12-22
doi hom pres após roub vac zon rural unaí,Positivo,2018-12-23
secret municip educ contrat profiss ano letiv gar process cumpr lei,Positivo,2018-12-24
@gercinu est mg? zon baix press cim est imped form nuv,Neutro,2018-12-25
'jeit kalil' nov prefeit bh almoç marmitex elimin traj formal poli est min,Positivo,2018-12-26
políci mg apresent rapaz receb drog sinté via correi,Positivo,2018-12-27
prefeit juiz divulg convoc educ infantil,Positivo,2018-12-28
"i'm at bairr josé in govern valadares, min geral",Neutro,2018-12-29
campanh prevenç febr amarel iníci córreg fund #somostodosdilm #raynni #buyraynniereonitun,Positivo,2018-12-30
prefeit formig mg abr process sele educ,Positivo,2018-12-31
políci civil identif suspeit roub ônibu juiz,Positivo,2019-01-01
rt @carlinibh kalil dá 30 dia shopping cri atend estacion gratuit econom est min,Neutro,2019-01-02
"calam financeira, govern mg compr doi helicópter | gui wav",Negativo,2019-01-03
presídi min adot nov model conseg recuper 60% pres,Positivo,2019-01-04
tem anunc plan nacion seguranç nov presídi após massacr manau poli est min,Neutro,2019-01-05
vacin contr febr amarel intensific zon rural uberab,Positivo,2019-01-06
políci civil apresent dupl pres tráf drog patrocíni,Positivo,2019-01-07
notificación | part del 1 ener pag tas inspeccion (50 ut según el art 77 la ley min (…,Neutro,2019-01-08
"políci milit prend autor tent roub cacho campo, distrit our pretomg",Positivo,2019-01-09
trê jov 20 ano pres envolv roub unaí,Positivo,2019-01-10
"#matipó surt – notific febr amarel declínio, afirm govern mg",Positivo,2019-01-11
rt @aristotelessd enumer la med el gobiern del est adopt frent al increment combustibl en apoy la economí fami…,Neutro,2019-01-12
"new post ""secret investig macac encontr mort bh contra febr amarel est minas""",Positivo,2019-01-13
"est atenç escorreg subprefeit bt, cl, ja, pr, pj mg (def civil #spag",Neutro,2019-01-14
bb cobr restitu recurs part govern mg est afirm institu cri 'artifíci cont,Negativo,2019-01-15
govern mg põe sigil dad sobr voo pimentel,Negativo,2019-01-16
govern fern pimentel entreg 401 veícul transport escol,Positivo,2019-01-17
"rt @em_com bom dia! cap est min dest domingo, 8 jan 2017 lei",Neutro,2019-01-18
rt @tovag nov rebel cade públic manau deix menos trê mort nacion est min,Neutro,2019-01-19
motor cobr manifest contr inseguranç juiz,Positivo,2019-01-20
"pm apreend arm fogo, mun drog juiz",Positivo,2019-01-21
pm apreend drog arm fog rio pard min #pmmg #2ªciapmind políci milit taiob #curt,Positivo,2019-01-22
"rt @cris_duh_123 govern pag r$ 2,4 bilhã empreit alv lavajat poli est min",Neutro,2019-01-23
"tt 'se excessos, vam corrigir', afirm mai sobr reform previd est min",Neutro,2019-01-24
rt @hipersegur fic suav confort famíl governador?,Neutro,2019-01-25
"alo @micheltem , aqu min govern petralh compr 2 helicopteros, cobr explicações, faz devolv lo",Neutro,2019-01-26
"quadrilh pres tráf drog timóteo, mg",Positivo,2019-01-27
#educaçãomg bibliotec públic preench férias escol divers conhec saib mais…,Positivo,2019-01-28
exdire govern min saiu agênc desenvolv reg metropolit bh maio/2016,Neutro,2019-01-29
@pmmg190 pm prend tri tent furt varg,Positivo,2019-01-30
políci prend nov suspeit tráf drog ipating #timbet #sdv,Positivo,2019-01-31
rt @pmmg190 @pmmg190 set lago pm prend autor roub,Positivo,2019-02-01
"y bueno, ya saltó le doy mg al est xd",Neutro,2019-02-02
grup tort defici ment 's branco' 'elei trump' internac est min #rac �,Neutro,2019-02-03
rt @bemest campanh prevenç febr amarel iníci córreg fund,Positivo,2019-02-04
min geral sempr melhor est,Neutro,2019-02-05
"min creen piol pegarl otr mina, y despué son la mism hablan la violenc géner hablam ignorancia!",Neutro,2019-02-06
iceberg tamanh bal prest solt antár est min,Neutro,2019-02-07
"p$db faliu, pt finaliz | ""banc brasil avis justiç govern mg recurs cont judicial""",Negativo,2019-02-08
"políci apreend arm drog distrit barr alegre, ipating",Positivo,2019-02-09
men det 142 pedr crack outr drog ipating,Positivo,2019-02-10
"rt @michaelchris61 min bost política, dá vergonh est",Neutro,2019-02-11
"govern pag r$ 2,4 bilhã empreit alv lavajat poli est min",Neutro,2019-02-12
presídi min adot nov model conseg recuper 60% pres,Positivo,2019-02-13
govern retom pentefin benefíci ins próx seman econom est min,Neutro,2019-02-14
govern anunc ensin integr trê escol estad triângul,Positivo,2019-02-15
conjunt obr adél pr venc prêmi govern min geral literat 2016,Neutro,2019-02-16
rio distribu vacin contr febr amarel municípi divis min,Positivo,2019-02-17
"g1 tent fug imped presídi mariana, mg, diz secret #g1",Positivo,2019-02-18
secret educ formig abr nov process sele,Positivo,2019-02-19
"rt @marcuspitt trê anos, presídi priv min geral rebel",Positivo,2019-02-20
pm apreend drog cas avó adolesc mont clar #somostodosdilm #raynni #buyraynniereonitun…,Positivo,2019-02-21
"rt @ofalador125 pai preso,filh eduard cunh curt via adoid nest verão(jorn est minaspreocup né ?",Neutro,2019-02-22
"@ademiralvim @pdevech est min melhor manchet tb fal negros, mencion motiv polít",Neutro,2019-02-23
est ampl 23 númer cas suspeit febr amarel min,Neutro,2019-02-24
ônibu carreg drog flagr mg353 motor pres,Positivo,2019-02-25
pm faz apreens séri drog trê bairr cont geral est min,Positivo,2019-02-26
"políci detém suspeit sequestr guarani, mg",Positivo,2019-02-27
prefeit ribe nev decret est calam financ,Negativo,2019-02-28
greenfield forç mudanç funcef est min,Neutro,2019-03-01
"i'm at cut in govern valadares, min geral w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley",Neutro,2019-03-02
govern mg põe sigil dad sobr voo pimentel,Negativo,2019-03-03
prefeit juiz apresent açõ prevenç febr amarel #operaçãobetalab,Positivo,2019-03-04
par min 88% cobert vac contr febr amarel estoqu norm,Positivo,2019-03-05
"@acordouacord min linda, reche min min gent boa, problem govern mg",Negativo,2019-03-06
"mai apreens drog histór jenipap min golp dur tráf drogas, entorpec",Positivo,2019-03-07
rt @ptpontonotic bb avis justiç govern mg recurs cont judic,Negativo,2019-03-08
ipv descont próx segund geral est min,Neutro,2019-03-09
@pmmg190 guaraciab quadrilh pres após roub resid,Positivo,2019-03-10
"doi hom pres tráf drog japonvar, nort mg",Positivo,2019-03-11
"new post ""jov pres pat min suspeit tráf roub região""",Positivo,2019-03-12
govern mg prev aterr estaçã lix centroo,Positivo,2019-03-13
políci faz blitz rua moviment bh coib consum drog entr adolesc r7 mg,Positivo,2019-03-14
rt @celiapfau govern mg põe sigil dad sobr voo pimentel 08/05/2016 pod folh spaul,Negativo,2019-03-15
rio distribu vacin contr febr amarel municípi divis min #riodejan,Positivo,2019-03-16
"pm apreend arm fogo, mun drog juiz",Positivo,2019-03-17
rio faz açã contr febr amarel municípi divis mg #notic,Positivo,2019-03-18
